rank,finalWorth,category,personName,age,country,city,source,industries,countryOfCitizenship,selfMade,gender,birthDate,lastName,firstName,country_cpi,country_gdp,country_population,country_lat,country_long
852,3.4,Food & Beverage,Alessandra Garavoglia,63.0,Italy,Milan,Spirits,Food & Beverage,Italy,False,F,2/6/1960 0:00,Garavoglia,Alessandra,110.62,"$2,001,244,392,042 ",60297396.0,41.87194,12.56738
852,3.4,Fashion & Retail,Laurence Graff & family,84.0,Switzerland,Gstaad,Diamond jewelry,Fashion & Retail,United Kingdom,True,M,6/13/1938 0:00,Graff,Laurence,99.55,"$703,082,435,360 ",8574832.0,46.818188,8.227512
852,3.4,Media & Entertainment,"Amos Hostetter, Jr.",86.0,United States,Boston,Cable television,Media & Entertainment,United States,True,M,1/12/1937 0:00,Hostetter,Amos,117.24,"$21,427,700,000,000 ",328239523.0,37.09024,-95.712891
852,3.4,Sports,Robert Johnson,75.0,United States,Palm Beach,"Johnson & Johnson, sports",Sports,United States,False,M,4/12/1947 0:00,Johnson,Robert ,117.24,"$21,427,700,000,000 ",328239523.0,37.09024,-95.712891
852,3.4,Finance & Investments,Steven Klinsky,66.0,United States,New York,Investments,Finance & Investments,United States,True,M,5/30/1956 0:00,Klinsky,Steven,117.24,"$21,427,700,000,000 ",328239523.0,37.09024,-95.712891
852,3.4,Fashion & Retail,William Lauder,62.0,United States,New York,Estee Lauder,Fashion & Retail,United States,False,M,4/11/1960 0:00,Lauder,William,117.24,"$21,427,700,000,000 ",328239523.0,37.09024,-95.712891
852,3.4,Food & Beverage,John Middleton,68.0,United States,Bryn Mawr,Tobacco,Food & Beverage,United States,False,M,3/2/1955 0:00,Middleton,John,117.24,"$21,427,700,000,000 ",328239523.0,37.09024,-95.712891
852,3.4,Fashion & Retail,Hiroshi Mikitani,58.0,Japan,Tokyo,Online retail,Fashion & Retail,Japan,True,M,3/11/1965 0:00,Mikitani,Hiroshi,105.48,"$5,081,769,542,380 ",126226568.0,36.204824,138.252924
852,3.4,Technology,Bob Parsons,72.0,United States,Scottsdale,Web hosting,Technology,United States,True,M,11/27/1950 0:00,Parsons,Bob,117.24,"$21,427,700,000,000 ",328239523.0,37.09024,-95.712891
852,3.4,Finance & Investments,J. Joe Ricketts & family,81.0,United States,Little Jackson Hole,TD Ameritrade,Finance & Investments,United States,True,M,7/16/1941 0:00,Ricketts,J. Joe,117.24,"$21,427,700,000,000 ",328239523.0,37.09024,-95.712891
852,3.4,Real Estate,Herb Simon,88.0,United States,Indianapolis,Real estate,Real Estate,United States,True,M,10/23/1934 0:00,Simon,Herb,117.24,"$21,427,700,000,000 ",328239523.0,37.09024,-95.712891
852,3.4,Healthcare,Leena Tewari,65.0,India,Mumbai,Pharmaceuticals,Healthcare,India,False,F,9/3/1957 0:00,Tewari,Leena,180.44,"$2,611,000,000,000 ",1366417754.0,20.593684,78.96288
852,3.4,Media & Entertainment,Stefan von Holtzbrinck,59.0,Germany,Stuttgart,Publishing,Media & Entertainment,Germany,False,M,5/15/1963 0:00,von Holtzbrinck,Stefan,112.85,"$3,845,630,030,824 ",83132799.0,51.165691,10.451526
852,3.4,Food & Beverage,Hans Peter Wild,81.0,Switzerland,Zug,Flavorings,Food & Beverage,Switzerland,False,M,6/16/1941 0:00,Wild,Hans Peter,99.55,"$703,082,435,360 ",8574832.0,46.818188,8.227512
852,3.4,Healthcare,Wu Guanjiang & family,54.0,China,Chongqing,Pharmaceuticals,Healthcare,China,True,M,12/21/1968 0:00,Wu,Guanjiang,125.08,"$19,910,000,000,000 ",1397715000.0,35.86166,104.195397
852,3.4,Technology,Yi Zheng,52.0,China,Hangzhou,Software,Technology,China,True,M,10/15/1970 0:00,Yi,Zheng,125.08,"$19,910,000,000,000 ",1397715000.0,35.86166,104.195397
852,3.4,Technology,Eric Yuan & family,53.0,United States,Santa Clara,Zoom Video Communications,Technology,United States,True,M,2/20/1970 0:00,Yuan,Eric,117.24,"$21,427,700,000,000 ",328239523.0,37.09024,-95.712891
852,3.4,Media & Entertainment,Charles Zegar,75.0,United States,New York,Bloomberg LP,Media & Entertainment,United States,True,M,2/29/1948 0:00,Zegar,Charles,117.24,"$21,427,700,000,000 ",328239523.0,37.09024,-95.712891
878,3.3,Construction & Engineering,Mohed Altrad,75.0,France,Montpellier,"Scaffolding, cement mixers",Construction & Engineering,France,True,M,3/9/1948 0:00,Altrad,Mohed,110.05,"$2,715,518,274,227 ",67059887.0,46.227638,2.213749
878,3.3,Finance & Investments,John Arnold,49.0,United States,Houston,Hedge funds,Finance & Investments,United States,True,M,3/9/1974 0:00,Arnold,John,117.24,"$21,427,700,000,000 ",328239523.0,37.09024,-95.712891
878,3.3,Manufacturing,Bill Austin,81.0,United States,Brownsville,Hearing aids,Manufacturing,United States,True,M,2/25/1942 0:00,Austin,Bill,117.24,"$21,427,700,000,000 ",328239523.0,37.09024,-95.712891
878,3.3,Manufacturing,Chen Shibin,56.0,China,Lianyungang,Quartz products,Manufacturing,China,True,M,11/1/1966 0:00,Chen,Shibin,125.08,"$19,910,000,000,000 ",1397715000.0,35.86166,104.195397
878,3.3,Food & Beverage,Bennett Dorrance,77.0,United States,Paradise Valley,Campbell Soup,Food & Beverage,United States,False,M,2/9/1946 0:00,Dorrance,Bennett,117.24,"$21,427,700,000,000 ",328239523.0,37.09024,-95.712891
878,3.3,Food & Beverage,Walter Faria,68.0,Brazil,Rio de Janeiro,Beer,Food & Beverage,Brazil,True,M,4/1/1955 0:00,Faria,Walter,167.4,"$1,839,758,040,766 ",212559417.0,-14.235004,-51.92528
878,3.3,Automotive,Walter Frey,79.0,Switzerland,Küsnacht,Car dealerships,Automotive,Switzerland,False,M,7/30/1943 0:00,Frey,Walter,99.55,"$703,082,435,360 ",8574832.0,46.818188,8.227512
878,3.3,Technology,Fu Liquan & family,55.0,China,Hangzhou,Surveillance equipment,Technology,China,True,M,8/1/1967 0:00,Fu,Liquan,125.08,"$19,910,000,000,000 ",1397715000.0,35.86166,104.195397
878,3.3,Real Estate,John Gandel,88.0,Australia,Melbourne,Shopping malls,Real Estate,Australia,False,M,8/13/1934 0:00,Gandel,John,119.8,"$1,392,680,589,329 ",25766605.0,-25.274398,133.775136
878,3.3,Construction & Engineering,Peter Gilgan,72.0,Canada,Oakville,Homebuilding,Construction & Engineering,Canada,True,M,1/1/1951 0:00,Gilgan,Peter,116.76,"$1,736,425,629,520 ",36991981.0,56.130366,-106.346771
878,3.3,Diversified,Kwek Leng Beng,82.0,Singapore,Singapore,Diversified,Diversified,Singapore,False,M,1/1/1941 0:00,Kwek,Leng Beng,114.41,"$372,062,527,489 ",5703569.0,1.352083,103.819836
878,3.3,Finance & Investments,Pablo Legorreta,59.0,United States,Sag Harbor,Investments,Finance & Investments,United States,True,M,10/30/1963 0:00,Legorreta,Pablo,117.24,"$21,427,700,000,000 ",328239523.0,37.09024,-95.712891
878,3.3,Media & Entertainment,Arnon Milchan,78.0,Israel,Tel Aviv,Movie making,Media & Entertainment,Israel,True,M,12/6/1944 0:00,Milchan,Arnon,108.15,"$395,098,666,122 ",9053300.0,31.046051,34.851612
878,3.3,Fashion & Retail,Akio Nitori,79.0,Japan,Hokkaido,Home furnishings,Fashion & Retail,Japan,True,M,3/5/1944 0:00,Nitori,Akio,105.48,"$5,081,769,542,380 ",126226568.0,36.204824,138.252924
878,3.3,Metals & Mining,Julio Ponce Lerou,77.0,Chile,Santiago,Fertilizer,Metals & Mining,Chile,True,M,11/13/1945 0:00,Ponce Lerou,Julio,131.91,"$282,318,159,745 ",18952038.0,-35.675147,-71.542969
878,3.3,Finance & Investments,Rodger Riney & family,77.0,United States,St. Louis,Discount brokerage,Finance & Investments,United States,True,M,1/1/1946 0:00,Riney,Rodger,117.24,"$21,427,700,000,000 ",328239523.0,37.09024,-95.712891
878,3.3,Diversified,Phil Ruffin,88.0,United States,Las Vegas,"Casinos, real estate",Diversified,United States,True,M,3/17/1935 0:00,Ruffin,Phil,117.24,"$21,427,700,000,000 ",328239523.0,37.09024,-95.712891
878,3.3,Telecom,Naguib Sawiris,68.0,Egypt,Cairo,Telecom,Telecom,Egypt,False,M,6/15/1954 0:00,Sawiris,Naguib,288.57,"$303,175,127,598 ",100388073.0,26.820553,30.802498
878,3.3,Finance & Investments,Neil Shen,55.0,China,Hong Kong,Venture capital,Finance & Investments,Hong Kong,True,M,12/16/1967 0:00,Shen,Neil,125.08,"$19,910,000,000,000 ",1397715000.0,35.86166,104.195397
878,3.3,Technology,Gil Shwed,54.0,Israel,Tel Aviv,Software,Technology,Israel,True,M,6/12/1968 0:00,Shwed,Gil,108.15,"$395,098,666,122 ",9053300.0,31.046051,34.851612
878,3.3,Finance & Investments,Stephen Smith,71.0,Canada,Toronto,Finance and investments,Finance & Investments,Canada,True,M,6/2/1951 0:00,Smith,Stephen,116.76,"$1,736,425,629,520 ",36991981.0,56.130366,-106.346771
878,3.3,Finance & Investments,Nik Storonsky,38.0,United Kingdom,London,Fintech,Finance & Investments,United Kingdom,True,M,7/21/1984 0:00,Storonsky,Nik,119.62,"$2,827,113,184,696 ",66834405.0,55.378051,-3.435973
878,3.3,Finance & Investments,Jeffrey Talpins,48.0,United States,Larchmont,Hedge fund,Finance & Investments,United States,True,M,3/6/1975 0:00,Talpins,Jeffrey,117.24,"$21,427,700,000,000 ",328239523.0,37.09024,-95.712891
878,3.3,Finance & Investments,Carl Thoma,74.0,United States,Dallas,Investments,Finance & Investments,United States,True,M,10/12/1948 0:00,Thoma,Carl,117.24,"$21,427,700,000,000 ",328239523.0,37.09024,-95.712891
878,3.3,Manufacturing,Todd Wanek,59.0,United States,St. Petersburg,Furniture,Manufacturing,United States,False,M,3/16/1964 0:00,Wanek,Todd,117.24,"$21,427,700,000,000 ",328239523.0,37.09024,-95.712891
878,3.3,Manufacturing,Xue Hua,53.0,China,Guangzhou,Agribusiness,Manufacturing,China,True,M,,Xue,Hua,125.08,"$19,910,000,000,000 ",1397715000.0,35.86166,104.195397
878,3.3,Fashion & Retail,Takao Yasuda,73.0,Singapore,Singapore,Retail,Fashion & Retail,Japan,True,M,5/7/1949 0:00,Yasuda,Takao,114.41,"$372,062,527,489 ",5703569.0,1.352083,103.819836
905,3.2,Food & Beverage,Karen Virginia Beckmann Legoretta,53.0,Mexico,,Tequila,Food & Beverage,Mexico,False,F,,Beckmann Legoretta,Karen Virginia,,,,23.634501,-102.552784
905,3.2,Fashion & Retail,Giuliana Benetton,85.0,Italy,Treviso,"Fashion retail, investments",Fashion & Retail,Italy,True,F,7/8/1937 0:00,Benetton,Giuliana,110.62,"$2,001,244,392,042 ",60297396.0,41.87194,12.56738
905,3.2,Fashion & Retail,Luciano Benetton,87.0,Italy,Ponzano Veneto,"Fashion retail, investments",Fashion & Retail,Italy,True,M,5/13/1935 0:00,Benetton,Luciano,110.62,"$2,001,244,392,042 ",60297396.0,41.87194,12.56738
905,3.2,Manufacturing,Arun Bharat Ram,82.0,India,Delhi,Chemicals,Manufacturing,India,False,M,11/15/1940 0:00,Bharat Ram,Arun,180.44,"$2,611,000,000,000 ",1366417754.0,20.593684,78.96288
905,3.2,Finance & Investments,Ron Burkle,70.0,United Kingdom,London,"Supermarkets, investments",Finance & Investments,United States,True,M,11/12/1952 0:00,Burkle,Ron,119.62,"$2,827,113,184,696 ",66834405.0,55.378051,-3.435973
905,3.2,Manufacturing,Chen Kaixuan,64.0,China,Guangzhou,Household chemicals,Manufacturing,China,True,M,5/1/1958 0:00,Chen,Kaixuan,125.08,"$19,910,000,000,000 ",1397715000.0,35.86166,104.195397
905,3.2,Fashion & Retail,Brunello Cucinelli & family,69.0,Italy,Solomeo,Fashion,Fashion & Retail,Italy,True,M,9/3/1953 0:00,Cucinelli,Brunello,110.62,"$2,001,244,392,042 ",60297396.0,41.87194,12.56738
905,3.2,Manufacturing,Antonio Del Valle Ruiz & family,84.0,Mexico,Mexico City,Chemicals,Manufacturing,Mexico,True,M,8/13/1938 0:00,Del Valle Ruiz,Antonio,141.54,"$1,258,286,717,125 ",126014024.0,23.634501,-102.552784
905,3.2,Healthcare,Gustavo Denegri & family,86.0,Italy,torino,Biotech,Healthcare,Italy,True,M,3/17/1937 0:00,Denegri,Gustavo,110.62,"$2,001,244,392,042 ",60297396.0,41.87194,12.56738
905,3.2,Automotive,Dong Jinggui,53.0,China,Wuxi,Electric scooters,Automotive,China,True,M,,Dong,Jinggui,125.08,"$19,910,000,000,000 ",1397715000.0,35.86166,104.195397
905,3.2,Media & Entertainment,Charles Ergen,70.0,United States,Denver,Satellite TV,Media & Entertainment,United States,True,M,3/1/1953 0:00,Ergen,Charles,117.24,"$21,427,700,000,000 ",328239523.0,37.09024,-95.712891
905,3.2,Technology,David Filo,56.0,United States,Palo Alto,Yahoo,Technology,United States,True,M,4/15/1966 0:00,Filo,David,117.24,"$21,427,700,000,000 ",328239523.0,37.09024,-95.712891
905,3.2,Logistics,Lindsay Fox,85.0,Australia,Melbourne,"Logistics, real estate",Logistics,Australia,True,M,4/19/1937 0:00,Fox,Lindsay,119.8,"$1,392,680,589,329 ",25766605.0,-25.274398,133.775136
905,3.2,Fashion & Retail,Sergei Galitsky,55.0,Russia,Krasnodar,Retail,Fashion & Retail,Russia,True,M,8/14/1967 0:00,Galitsky,Sergei,180.75,"$1,699,876,578,871 ",144373535.0,61.52401,105.318756
905,3.2,Technology,Senapathy Gopalakrishnan,67.0,India,Bangalore,Software services,Technology,India,True,M,4/5/1955 0:00,Gopalakrishnan,Senapathy,180.44,"$2,611,000,000,000 ",1366417754.0,20.593684,78.96288
905,3.2,Fashion & Retail,Luciano Hang,60.0,Brazil,Brusque,Department stores,Fashion & Retail,Brazil,True,M,10/11/1962 0:00,Hang,Luciano,167.4,"$1,839,758,040,766 ",212559417.0,-14.235004,-51.92528
905,3.2,Finance & Investments,Michael Hintze,69.0,United Kingdom,London,Investment,Finance & Investments,Australia,True,M,7/27/1953 0:00,Hintze,Michael,119.62,"$2,827,113,184,696 ",66834405.0,55.378051,-3.435973
905,3.2,Healthcare,Hu Baifan,60.0,China,Shaoxing,Pharmaceuticals,Healthcare,China,True,M,10/1/1962 0:00,Hu,Baifan,125.08,"$19,910,000,000,000 ",1397715000.0,35.86166,104.195397
905,3.2,Finance & Investments,Hamilton James & family,71.0,United States,New York,Investments,Finance & Investments,United States,True,M,8/3/1951 0:00,James,Hamilton,117.24,"$21,427,700,000,000 ",328239523.0,37.09024,-95.712891
905,3.2,Technology,Lee Boo-jin,52.0,South Korea,Seoul,Samsung,Technology,South Korea,False,F,10/6/1970 0:00,Lee,Boo-jin,115.16,"$2,029,000,000,000 ",51709098.0,35.907757,127.766922
905,3.2,Manufacturing,Li Liangbin,55.0,China,Xinyu,Lithium,Manufacturing,China,True,M,9/1/1967 0:00,Li,Liangbin,125.08,"$19,910,000,000,000 ",1397715000.0,35.86166,104.195397
905,3.2,Manufacturing,Liang Feng,54.0,China,Shanghai,Manufacturing,Manufacturing,China,True,M,11/22/1968 0:00,Liang,Feng,125.08,"$19,910,000,000,000 ",1397715000.0,35.86166,104.195397
905,3.2,Healthcare,Samir Mehta,59.0,India,Ahmedabad,"Pharmaceuticals, power",Healthcare,India,False,M,9/18/1963 0:00,Mehta,Samir,180.44,"$2,611,000,000,000 ",1366417754.0,20.593684,78.96288
905,3.2,Healthcare,Sudhir Mehta,68.0,India,Ahmedabad,"Pharmaceuticals, power",Healthcare,India,False,M,4/10/1954 0:00,Mehta,Sudhir,180.44,"$2,611,000,000,000 ",1366417754.0,20.593684,78.96288
905,3.2,Metals & Mining,Aristotelis Mistakidis,61.0,Switzerland,Zug,"Mining, commodities",Metals & Mining,Greece,True,M,11/21/1961 0:00,Mistakidis,Aristotelis,99.55,"$703,082,435,360 ",8574832.0,46.818188,8.227512
905,3.2,Real Estate,Geoffrey Palmer,72.0,United States,Beverly Hills,Real estate,Real Estate,United States,False,M,5/11/1950 0:00,Palmer,Geoffrey,117.24,"$21,427,700,000,000 ",328239523.0,37.09024,-95.712891
905,3.2,Automotive,Roger Penske,86.0,United States,Birmingham,Cars,Automotive,United States,True,M,2/20/1937 0:00,Penske,Roger,117.24,"$21,427,700,000,000 ",328239523.0,37.09024,-95.712891
905,3.2,Construction & Engineering,Ravi Pillai,69.0,United Arab Emirates,Dubai,Construction,Construction & Engineering,India,True,M,9/2/1953 0:00,Pillai,Ravi,114.52,"$421,142,267,938 ",9770529.0,23.424076,53.847818
905,3.2,Finance & Investments,David Rubenstein,73.0,United States,Bethesda,Private equity,Finance & Investments,United States,True,M,8/11/1949 0:00,Rubenstein,David,117.24,"$21,427,700,000,000 ",328239523.0,37.09024,-95.712891
905,3.2,Food & Beverage,Hilton Schlosberg,70.0,United States,Irvine,Energy drinks,Food & Beverage,United Kingdom,True,M,1/1/1953 0:00,Schlosberg,Hilton,117.24,"$21,427,700,000,000 ",328239523.0,37.09024,-95.712891
905,3.2,Service,Klaus-Peter Schulenberg,71.0,Germany,Bremen,Ticketing service,Service,Germany,True,M,7/1/1951 0:00,Schulenberg,Klaus-Peter,112.85,"$3,845,630,030,824 ",83132799.0,51.165691,10.451526
905,3.2,Energy,Lynn Schusterman & family,84.0,United States,Tulsa,"Oil & gas, investments",Energy,United States,False,F,1/21/1939 0:00,Schusterman,Lynn,117.24,"$21,427,700,000,000 ",328239523.0,37.09024,-95.712891
905,3.2,Manufacturing,Isabella Seràgnoli,77.0,Italy,Bologna,Packaging,Manufacturing,Italy,False,F,12/23/1945 0:00,Seràgnoli,Isabella,110.62,"$2,001,244,392,042 ",60297396.0,41.87194,12.56738
905,3.2,Fashion & Retail,Shen Guojun,60.0,China,Beijing,Retail,Fashion & Retail,China,True,M,7/31/1962 0:00,Shen,Guojun,125.08,"$19,910,000,000,000 ",1397715000.0,35.86166,104.195397
905,3.2,Finance & Investments,Warren Stephens,66.0,United States,Little Rock,Investment banking,Finance & Investments,United States,False,M,2/18/1957 0:00,Stephens,Warren,117.24,"$21,427,700,000,000 ",328239523.0,37.09024,-95.712891
905,3.2,Healthcare,Pat Stryker,66.0,United States,Fort Collins,Medical equipment,Healthcare,United States,False,F,4/6/1956 0:00,Stryker,Pat,117.24,"$21,427,700,000,000 ",328239523.0,37.09024,-95.712891
905,3.2,Logistics,Roman Trotsenko,52.0,Russia,Moscow,"Transport, engineering, real estate",Logistics,Russia,True,M,9/12/1970 0:00,Trotsenko,Roman,180.75,"$1,699,876,578,871 ",144373535.0,61.52401,105.318756
905,3.2,Technology,Harald Tschira,48.0,Germany,Heidelberg,Software,Technology,Germany,False,M,4/25/1974 0:00,Tschira,Harald,112.85,"$3,845,630,030,824 ",83132799.0,51.165691,10.451526
905,3.2,Technology,Udo Tschira,53.0,Germany,Wiesloch,Software,Technology,Germany,False,M,9/17/1969 0:00,Tschira,Udo,112.85,"$3,845,630,030,824 ",83132799.0,51.165691,10.451526
905,3.2,Finance & Investments,Vincent Viola,67.0,United States,New York,Electronic trading,Finance & Investments,United States,True,M,2/12/1956 0:00,Viola,Vincent,117.24,"$21,427,700,000,000 ",328239523.0,37.09024,-95.712891
905,3.2,Food & Beverage,Wu Shaoxun,67.0,China,Daye,Wine,Food & Beverage,China,True,M,1/1/1956 0:00,Wu,Shaoxun,125.08,"$19,910,000,000,000 ",1397715000.0,35.86166,104.195397
905,3.2,Gambling & Casinos,Steve Wynn,81.0,United States,Palm Beach,"Casinos, hotels",Gambling & Casinos,United States,True,M,1/27/1942 0:00,Wynn,Steve,117.24,"$21,427,700,000,000 ",328239523.0,37.09024,-95.712891
905,3.2,Gambling & Casinos,Jon Yarbrough,65.0,United States,Franklin,Video games,Gambling & Casinos,United States,True,M,5/10/1957 0:00,Yarbrough,Jon,117.24,"$21,427,700,000,000 ",328239523.0,37.09024,-95.712891
905,3.2,Manufacturing,Zhou Bajin,87.0,China,Changzhou,Auto parts,Manufacturing,China,True,M,5/1/1935 0:00,Zhou,Bajin,125.08,"$19,910,000,000,000 ",1397715000.0,35.86166,104.195397
949,3.1,Manufacturing,Cho Tak Wong,76.0,China,Fuqing,Auto parts,Manufacturing,Hong Kong,True,M,5/15/1946 0:00,Cho,Tak Wong,125.08,"$19,910,000,000,000 ",1397715000.0,35.86166,104.195397
949,3.1,Gambling & Casinos,John Coates,53.0,United Kingdom,Stoke-On-Trent,Online gambling,Gambling & Casinos,United Kingdom,True,M,1/7/1970 0:00,Coates,John,119.62,"$2,827,113,184,696 ",66834405.0,55.378051,-3.435973
949,3.1,Finance & Investments,Ryan Cohen,37.0,United States,Bal Harbour,Investments,Finance & Investments,Canada,True,M,8/4/1985 0:00,Cohen,Ryan,117.24,"$21,427,700,000,000 ",328239523.0,37.09024,-95.712891
949,3.1,Food & Beverage,Deng Wen,55.0,China,Chengdu,Flavorings,Food & Beverage,China,True,M,3/1/1968 0:00,Deng,Wen,125.08,"$19,910,000,000,000 ",1397715000.0,35.86166,104.195397
949,3.1,Manufacturing,Gurbachan Singh Dhingra,72.0,India,Delhi,Paints,Manufacturing,India,True,M,4/9/1950 0:00,Dhingra,Gurbachan Singh,180.44,"$2,611,000,000,000 ",1366417754.0,20.593684,78.96288
949,3.1,Manufacturing,Kuldip Singh Dhingra,75.0,India,Delhi,Paints,Manufacturing,India,True,M,9/2/1947 0:00,Dhingra,Kuldip Singh,180.44,"$2,611,000,000,000 ",1366417754.0,20.593684,78.96288
949,3.1,Finance & Investments,Martin Ebner,77.0,Switzerland,Wilen,Investments,Finance & Investments,Switzerland,True,M,8/1/1945 0:00,Ebner,Martin,99.55,"$703,082,435,360 ",8574832.0,46.818188,8.227512
949,3.1,Manufacturing,Charles Edelstenne,85.0,France,Paris,Aviation,Manufacturing,France,True,M,1/3/1938 0:00,Edelstenne,Charles,110.05,"$2,715,518,274,227 ",67059887.0,46.227638,2.213749
949,3.1,Real Estate,Sergei Gordeev,50.0,Russia,Moscow,Real estate,Real Estate,Russia,True,M,11/22/1972 0:00,Gordeev,Sergei,180.75,"$1,699,876,578,871 ",144373535.0,61.52401,105.318756
949,3.1,Media & Entertainment,Jeff T. Green,46.0,United States,Newbury Park,Digital advertising,Media & Entertainment,United States,True,M,3/30/1977 0:00,Green,Jeff T.,117.24,"$21,427,700,000,000 ",328239523.0,37.09024,-95.712891
949,3.1,Technology,Reed Hastings,62.0,United States,Santa Cruz,Netflix,Technology,United States,True,M,10/8/1960 0:00,Hastings,Reed,117.24,"$21,427,700,000,000 ",328239523.0,37.09024,-95.712891
949,3.1,Service,Bertil Hult,82.0,Switzerland,Lucerne,Education,Service,Sweden,True,M,2/10/1941 0:00,Hult,Bertil,99.55,"$703,082,435,360 ",8574832.0,46.818188,8.227512
949,3.1,Fashion & Retail,Miguel Krigsner,73.0,Brazil,Sao Jose dos Pinhais,Cosmetics,Fashion & Retail,Brazil,True,M,1/9/1950 0:00,Krigsner,Miguel,167.4,"$1,839,758,040,766 ",212559417.0,-14.235004,-51.92528
949,3.1,Manufacturing,Kuok Khoon Hong,73.0,Singapore,Singapore,Palm oil,Manufacturing,Singapore,False,M,1/1/1950 0:00,Kuok,Khoon Hong,114.41,"$372,062,527,489 ",5703569.0,1.352083,103.819836
